This is dummy data,,,,,,,,
,,,,,,,,
,,,,,,,,
,Date,Franchise,City,Product,Sales,Profit,Target Profit,Target Sales
,1-Dec-25,B1,Banglore,Chamomile,$109.00,$48.00,$30.00,$80.00
,1-Jan-26,B1,Banglore,Chamomile,$117.00,$33.00,$40.00,$110.00
,1-Feb-26,B1,Banglore,Chamomile,$298.00,$184.00,$140.00,$260.00
,1-Mar-26,B1,Banglore,Chamomile,$628.00,$333.00,$230.00,$550.00
,1-Apr-26,B1,Banglore,Chamomile,$124.00,-$6.00,$20.00,$110.00
,1-May-26,B1,Banglore,Chamomile,$124.00,$55.00,$50.00,$110.00
,1-Jun-26,B1,Banglore,Chamomile,$110.00,$50.00,$40.00,$100.00
,1-Jul-26,B1,Banglore,Chamomile,$57.00,$25.00,$20.00,$50.00
,1-Aug-26,B1,Banglore,Chamomile,$132.00,$26.00,$30.00,$130.00
,1-Sep-26,B1,Banglore,Chamomile,$342.00,$51.00,$50.00,$300.00
,1-Oct-26,B1,Banglore,Chamomile,$68.00,$30.00,$40.00,$60.00
,1-Nov-26,B1,Banglore,Chamomile,$137.00,$58.00,$50.00,$120.00
,1-Dec-26,B1,Banglore,Chamomile,$230.00,$109.00,$90.00,$200.00
,1-Jan-21,B2,Banglore,Chamomile,$288.00,$112.00,$80.00,$250.00
,1-Feb-21,B2,Banglore,Chamomile,$254.00,$153.00,$120.00,$220.00
,1-Mar-21,B2,Banglore,Chamomile,$44.00,$12.00,$20.00,$30.00
,1-Apr-21,B2,Banglore,Chamomile,$114.00,$50.00,$30.00,$80.00
,1-May-21,B2,Banglore,Chamomile,$109.00,$28.00,$30.00,$100.00
,1-Jun-21,B2,Banglore,Chamomile,$309.00,$192.00,$150.00,$270.00
,1-Jul-21,B2,Banglore,Chamomile,$672.00,$356.00,$240.00,$590.00
,1-Aug-21,B2,Banglore,Chamomile,$140.00,-$1.00,$10.00,$120.00
,1-Sep-21,B2,Banglore,Chamomile,$103.00,$40.00,$40.00,$90.00
,1-Oct-21,B2,Banglore,Chamomile,$105.00,$44.00,$40.00,$100.00
,1-Nov-21,B2,Banglore,Chamomile,$60.00,$23.00,$20.00,$50.00
,1-Dec-21,B2,Banglore,Chamomile,$132.00,$26.00,$30.00,$130.00
,1-Jan-22,B2,Banglore,Chamomile,$384.00,$62.00,$70.00,$340.00
,1-Feb-22,B2,Banglore,Chamomile,$73.00,$33.00,$40.00,$60.00
,1-Mar-22,B2,Banglore,Chamomile,$150.00,$66.00,$60.00,$130.00
,1-Apr-22,B2,Banglore,Chamomile,$223.00,$104.00,$80.00,$190.00
,1-May-22,B2,Banglore,Chamomile,$288.00,$113.00,$80.00,$250.00
,1-Jun-22,B2,Banglore,Chamomile,$298.00,$182.00,$140.00,$260.00
,1-Jul-22,B2,Banglore,Chamomile,$41.00,$12.00,$20.00,$30.00
,1-Aug-22,B2,Banglore,Chamomile,$68.00,$25.00,$20.00,$50.00
,1-Sep-22,B2,Banglore,Chamomile,$107.00,$26.00,$30.00,$100.00
,1-Oct-22,B2,Banglore,Chamomile,$320.00,$197.00,$140.00,$280.00
,1-Nov-22,B2,Banglore,Chamomile,$681.00,$362.00,$250.00,$600.00
,1-Dec-22,B2,Banglore,Chamomile,$150.00,$3.00,$20.00,$130.00
,1-Jan-23,B2,Banglore,Chamomile,$125.00,$57.00,$50.00,$110.00
,1-Feb-23,B2,Banglore,Chamomile,$174.00,$84.00,$70.00,$170.00
,1-Mar-23,B2,Banglore,Chamomile,$62.00,$26.00,$30.00,$60.00
,1-Apr-23,B2,Banglore,Chamomile,$139.00,$28.00,$20.00,$130.00
,1-May-23,B2,Banglore,Chamomile,$408.00,$68.00,$70.00,$360.00
,1-Jun-23,B2,Banglore,Chamomile,$61.00,$26.00,$30.00,$50.00
,1-Jul-23,B2,Banglore,Chamomile,$150.00,$68.00,$60.00,$130.00
,1-Aug-23,B2,Banglore,Chamomile,$223.00,$104.00,$80.00,$190.00
,1-Sep-23,B2,Banglore,Chamomile,$330.00,$129.00,$90.00,$270.00
,1-Oct-23,B2,Banglore,Chamomile,$322.00,$197.00,$140.00,$260.00
,1-Nov-23,B2,Banglore,Chamomile,$53.00,$21.00,$30.00,$40.00
,1-Dec-23,B2,Banglore,Chamomile,$81.00,$31.00,$20.00,$50.00
,1-Jan-24,B2,Banglore,Chamomile,$133.00,$40.00,$40.00,$120.00
,1-Feb-24,B2,Banglore,Chamomile,$261.00,$156.00,$110.00,$210.00
,1-Mar-24,B2,Banglore,Chamomile,$628.00,$326.00,$210.00,$510.00
,1-Apr-24,B2,Banglore,Chamomile,$113.00,-$10.00,$10.00,$90.00
,1-May-24,B2,Banglore,Chamomile,$161.00,$79.00,$70.00,$130.00
,1-Jun-24,B2,Banglore,Chamomile,$169.00,$82.00,$60.00,$150.00
,1-Jul-24,B2,Banglore,Chamomile,$51.00,$19.00,$20.00,$40.00
,1-Aug-24,B2,Banglore,Chamomile,$159.00,$36.00,$30.00,$140.00
,1-Sep-24,B2,Banglore,Chamomile,$309.00,$39.00,$40.00,$250.00
,1-Oct-24,B2,Banglore,Chamomile,$65.00,$25.00,$30.00,$50.00
,1-Nov-24,B2,Banglore,Chamomile,$128.00,$50.00,$40.00,$100.00
,1-Dec-24,B2,Banglore,Chamomile,$275.00,$135.00,$100.00,$220.00
,1-Jan-25,B2,Banglore,Chamomile,$343.00,$137.00,$110.00,$260.00
,1-Feb-25,B2,Banglore,Chamomile,$322.00,$197.00,$140.00,$240.00
,1-Mar-25,B2,Banglore,Chamomile,$56.00,$24.00,$30.00,$30.00
,1-Apr-25,B2,Banglore,Chamomile,$54.00,$15.00,$20.00,$20.00
,1-May-25,B2,Banglore,Chamomile,$131.00,$39.00,$70.00,$110.00
,1-Jun-25,B2,Banglore,Chamomile,$282.00,$171.00,$120.00,$210.00
,1-Jul-25,B2,Banglore,Chamomile,$637.00,$332.00,$210.00,$480.00
,1-Aug-25,B2,Banglore,Chamomile,$116.00,-$9.00,$30.00,$80.00
,1-Sep-25,B2,Banglore,Chamomile,$169.00,$85.00,$80.00,$120.00
,1-Oct-25,B2,Banglore,Chamomile,$251.00,$129.00,$110.00,$210.00
,1-Nov-25,B2,Banglore,Chamomile,$55.00,$21.00,$30.00,$40.00
,1-Dec-25,B2,Banglore,Chamomile,$134.00,$24.00,$50.00,$110.00
,1-Jan-26,B2,Banglore,Chamomile,$318.00,$39.00,$60.00,$240.00
,1-Feb-26,B2,Banglore,Chamomile,$65.00,$25.00,$30.00,$40.00
,1-Mar-26,B2,Banglore,Chamomile,$128.00,$49.00,$60.00,$90.00
,1-Apr-26,B2,Banglore,Chamomile,$334.00,$171.00,$130.00,$250.00
,1-May-26,B2,Banglore,Chamomile,$387.00,$159.00,$100.00,$330.00
,1-Jun-26,B2,Banglore,Chamomile,$309.00,$188.00,$110.00,$260.00
,1-Jul-26,B2,Banglore,Chamomile,$85.00,$43.00,$30.00,$70.00
,1-Aug-26,B2,Banglore,Chamomile,$55.00,$16.00,$10.00,$30.00
,1-Sep-26,B2,Banglore,Chamomile,$147.00,$47.00,$40.00,$120.00
,1-Oct-26,B2,Banglore,Chamomile,$211.00,$125.00,$80.00,$180.00
,1-Nov-26,B2,Banglore,Chamomile,$567.00,$291.00,$180.00,$490.00
,1-Dec-26,B2,Banglore,Chamomile,$113.00,-$12.00,$0.00,$90.00
,1-Jan-21,M1,Mumbai,Colombian,$190.00,$68.00,$80.00,$190.00
,1-Feb-21,M1,Mumbai,Colombian,$345.00,$111.00,$130.00,$360.00
,1-Mar-21,M1,Mumbai,Colombian,$140.00,$42.00,$50.00,$140.00
,1-Apr-21,M1,Mumbai,Colombian,$210.00,$68.00,$70.00,$190.00
,1-May-21,M1,Mumbai,Colombian,$494.00,$367.00,$360.00,$460.00
,1-Jun-21,M1,Mumbai,Colombian,$678.00,$262.00,$260.00,$640.00
,1-Jul-21,M1,Mumbai,Colombian,$452.00,$159.00,$220.00,$560.00
,1-Aug-21,M1,Mumbai,Colombian,$678.00,$262.00,$370.00,$840.00
,1-Sep-21,M1,Mumbai,Colombian,$62.00,$5.00,$20.00,$60.00
,1-Oct-21,M1,Mumbai,Colombian,$190.00,$39.00,$40.00,$190.00
,1-Nov-21,M1,Mumbai,Colombian,$190.00,$9.00,$20.00,$190.00
,1-Dec-21,M1,Mumbai,Colombian,$310.00,$115.00,$130.00,$290.00
,1-Jan-22,M1,Mumbai,Colombian,$120.00,$25.00,$40.00,$110.00
,1-Feb-22,M1,Mumbai,Colombian,$85.00,$30.00,$50.00,$100.00
,1-Mar-22,M1,Mumbai,Colombian,$120.00,$26.00,$50.00,$150.00
,1-Apr-22,M1,Mumbai,Colombian,$100.00,$29.00,$50.00,$120.00
,1-May-22,M1,Mumbai,Colombian,$76.00,-$3.00,$10.00,$90.00
,1-Jun-22,M1,Mumbai,Colombian,$160.00,$28.00,$60.00,$200.00
,1-Jul-22,M1,Mumbai,Colombian,$130.00,$30.00,$70.00,$160.00
,1-Aug-22,M1,Mumbai,Colombian,$130.00,$38.00,$70.00,$160.00
,1-Sep-22,M1,Mumbai,Colombian,$190.00,$68.00,$80.00,$190.00
,1-Oct-22,M1,Mumbai,Colombian,$354.00,$115.00,$140.00,$370.00
,1-Nov-22,M1,Mumbai,Colombian,$128.00,$38.00,$50.00,$130.00
,1-Dec-22,M1,Mumbai,Colombian,$200.00,$63.00,$80.00,$190.00
,1-Jan-23,M1,Mumbai,Colombian,$470.00,$340.00,$330.00,$440.00
,1-Feb-23,M1,Mumbai,Colombian,$645.00,$245.00,$250.00,$610.00
,1-Mar-23,M1,Mumbai,Colombian,$465.00,$164.00,$240.00,$580.00
,1-Apr-23,M1,Mumbai,Colombian,$645.00,$245.00,$360.00,$800.00
,1-May-23,M1,Mumbai,Colombian,$63.00,$6.00,$20.00,$60.00
,1-Jun-23,M1,Mumbai,Colombian,$193.00,$42.00,$50.00,$200.00
,1-Jul-23,M1,Mumbai,Colombian,$220.00,$15.00,$40.00,$230.00
,1-Aug-23,M1,Mumbai,Colombian,$325.00,$121.00,$130.00,$300.00
,1-Sep-23,M1,Mumbai,Colombian,$114.00,$23.00,$30.00,$100.00
,1-Oct-23,M1,Mumbai,Colombian,$94.00,$34.00,$60.00,$110.00
,1-Nov-23,M1,Mumbai,Colombian,$114.00,$24.00,$50.00,$140.00
,1-Dec-23,M1,Mumbai,Colombian,$100.00,$29.00,$50.00,$120.00
,1-Jan-24,M1,Mumbai,Colombian,$74.00,-$5.00,$10.00,$90.00
,1-Feb-24,M1,Mumbai,Colombian,$155.00,$25.00,$50.00,$190.00
,1-Mar-24,M1,Mumbai,Colombian,$130.00,$30.00,$70.00,$160.00
,1-Apr-24,M1,Mumbai,Colombian,$142.00,$44.00,$70.00,$170.00
,1-May-24,M1,Mumbai,Colombian,$193.00,$69.00,$90.00,$200.00
,1-Jun-24,M1,Mumbai,Colombian,$367.00,$119.00,$140.00,$380.00
,1-Jul-24,M1,Mumbai,Colombian,$121.00,$35.00,$40.00,$120.00
,1-Aug-24,M1,Mumbai,Colombian,$210.00,$67.00,$70.00,$190.00
,1-Sep-24,M1,Mumbai,Colombian,$492.00,$366.00,$360.00,$460.00
,1-Oct-24,M1,Mumbai,Colombian,$675.00,$259.00,$270.00,$640.00
,1-Nov-24,M1,Mumbai,Colombian,$467.00,$166.00,$240.00,$580.00
,1-Dec-24,M1,Mumbai,Colombian,$675.00,$259.00,$370.00,$840.00
,1-Jan-25,M1,Mumbai,Colombian,$63.00,$6.00,$20.00,$60.00
,1-Feb-25,M1,Mumbai,Colombian,$189.00,$39.00,$40.00,$190.00
,1-Mar-25,M1,Mumbai,Colombian,$227.00,$17.00,$30.00,$230.00
,1-Apr-25,M1,Mumbai,Colombian,$309.00,$114.00,$130.00,$290.00
,1-May-25,M1,Mumbai,Colombian,$119.00,$26.00,$40.00,$110.00
,1-Jun-25,M1,Mumbai,Colombian,$82.00,$29.00,$50.00,$100.00
,1-Jul-25,M1,Mumbai,Colombian,$119.00,$26.00,$50.00,$140.00
,1-Aug-25,M1,Mumbai,Colombian,$98.00,$29.00,$50.00,$120.00
,1-Sep-25,M1,Mumbai,Colombian,$75.00,-$4.00,$10.00,$90.00
,1-Oct-25,M1,Mumbai,Colombian,$149.00,$24.00,$60.00,$180.00
,1-Nov-25,M1,Mumbai,Colombian,$124.00,$26.00,$60.00,$150.00
,1-Dec-25,M1,Mumbai,Colombian,$150.00,$48.00,$80.00,$180.00
,1-Jan-26,M1,Mumbai,Colombian,$178.00,$63.00,$70.00,$180.00
,1-Feb-26,M1,Mumbai,Colombian,$456.00,$156.00,$170.00,$470.00
,1-Mar-26,M1,Mumbai,Colombian,$107.00,$27.00,$40.00,$110.00
,1-Apr-26,M1,Mumbai,Colombian,$222.00,$73.00,$90.00,$210.00
,1-May-26,M1,Mumbai,Colombian,$519.00,$397.00,$400.00,$490.00
,1-Jun-26,M1,Mumbai,Colombian,$712.00,$276.00,$280.00,$670.00
,1-Jul-26,M1,Mumbai,Colombian,$456.00,$161.00,$230.00,$570.00
,1-Aug-26,M1,Mumbai,Colombian,$712.00,$276.00,$400.00,$890.00
,1-Sep-26,M1,Mumbai,Colombian,$61.00,$3.00,$20.00,$60.00
,1-Oct-26,M1,Mumbai,Colombian,$178.00,$35.00,$50.00,$180.00
,1-Nov-26,M1,Mumbai,Colombian,$227.00,$17.00,$30.00,$230.00
,1-Dec-26,M1,Mumbai,Colombian,$292.00,$107.00,$110.00,$270.00
,1-Jan-21,M2,Mumbai,Colombian,$125.00,$27.00,$40.00,$110.00
,1-Feb-21,M2,Mumbai,Colombian,$86.00,$30.00,$50.00,$100.00
,1-Mar-21,M2,Mumbai,Colombian,$125.00,$27.00,$50.00,$150.00
,1-Apr-21,M2,Mumbai,Colombian,$106.00,$33.00,$60.00,$130.00
,1-May-21,M2,Mumbai,Colombian,$79.00,-$2.00,$10.00,$90.00
,1-Jun-21,M2,Mumbai,Colombian,$119.00,$8.00,$30.00,$140.00
,1-Jul-21,M2,Mumbai,Colombian,$119.00,$25.00,$50.00,$140.00
,1-Aug-21,M2,Mumbai,Colombian,$169.00,$54.00,$90.00,$210.00
,1-Sep-21,M2,Mumbai,Colombian,$190.00,$68.00,$80.00,$190.00
,1-Oct-21,M2,Mumbai,Colombian,$465.00,$161.00,$180.00,$480.00
,1-Nov-21,M2,Mumbai,Colombian,$103.00,$24.00,$30.00,$100.00
,1-Dec-21,M2,Mumbai,Colombian,$235.00,$78.00,$90.00,$220.00
,1-Jan-22,M2,Mumbai,Colombian,$551.00,$434.00,$430.00,$520.00
,1-Feb-22,M2,Mumbai,Colombian,$756.00,$295.00,$300.00,$710.00
,1-Mar-22,M2,Mumbai,Colombian,$512.00,$183.00,$270.00,$640.00
,1-Apr-22,M2,Mumbai,Colombian,$756.00,$295.00,$410.00,$940.00
,1-May-22,M2,Mumbai,Colombian,$68.00,$7.00,$20.00,$70.00
,1-Jun-22,M2,Mumbai,Colombian,$173.00,$33.00,$50.00,$180.00
,1-Jul-22,M2,Mumbai,Colombian,$221.00,$17.00,$40.00,$230.00
,1-Aug-22,M2,Mumbai,Colombian,$275.00,$98.00,$110.00,$260.00
,1-Sep-22,M2,Mumbai,Colombian,$132.00,$31.00,$50.00,$120.00
,1-Oct-22,M2,Mumbai,Colombian,$99.00,$36.00,$50.00,$120.00
,1-Nov-22,M2,Mumbai,Colombian,$132.00,$31.00,$60.00,$160.00
,1-Dec-22,M2,Mumbai,Colombian,$99.00,$30.00,$50.00,$120.00
,1-Jan-23,M2,Mumbai,Colombian,$81.00,-$1.00,$20.00,$100.00
,1-Feb-23,M2,Mumbai,Colombian,$116.00,$8.00,$30.00,$140.00
,1-Mar-23,M2,Mumbai,Colombian,$113.00,$22.00,$50.00,$140.00
,1-Apr-23,M2,Mumbai,Colombian,$175.00,$58.00,$90.00,$210.00
,1-May-23,M2,Mumbai,Colombian,$190.00,$68.00,$80.00,$190.00
,1-Jun-23,M2,Mumbai,Colombian,$478.00,$167.00,$190.00,$500.00
,1-Jul-23,M2,Mumbai,Colombian,$93.00,$19.00,$20.00,$90.00
,1-Aug-23,M2,Mumbai,Colombian,$278.00,$99.00,$110.00,$260.00
,1-Sep-23,M2,Mumbai,Colombian,$649.00,$547.00,$530.00,$610.00
,1-Oct-23,M2,Mumbai,Colombian,$890.00,$357.00,$350.00,$840.00
,1-Nov-23,M2,Mumbai,Colombian,$532.00,$192.00,$270.00,$660.00
,1-Dec-23,M2,Mumbai,Colombian,$890.00,$357.00,$500.00,"$1,110.00"
,1-Jan-24,M2,Mumbai,Colombian,$70.00,$8.00,$20.00,$70.00
,1-Feb-24,M2,Mumbai,Colombian,$169.00,$31.00,$40.00,$170.00
,1-Mar-24,M2,Mumbai,Colombian,$264.00,$24.00,$50.00,$270.00
,1-Apr-24,M2,Mumbai,Colombian,$232.00,$79.00,$100.00,$220.00
,1-May-24,M2,Mumbai,Colombian,$156.00,$42.00,$60.00,$140.00
,1-Jun-24,M2,Mumbai,Colombian,$107.00,$40.00,$60.00,$130.00
,1-Jul-24,M2,Mumbai,Colombian,$156.00,$43.00,$80.00,$190.00
,1-Aug-24,M2,Mumbai,Colombian,$99.00,$29.00,$50.00,$120.00
,1-Sep-24,M2,Mumbai,Colombian,$82.00,$0.00,$20.00,$100.00
,1-Oct-24,M2,Mumbai,Colombian,$112.00,$4.00,$40.00,$140.00
,1-Nov-24,M2,Mumbai,Colombian,$108.00,$19.00,$50.00,$130.00
,1-Dec-24,M2,Mumbai,Colombian,$193.00,$66.00,$110.00,$240.00
,1-Jan-25,M2,Mumbai,Colombian,$199.00,$71.00,$80.00,$200.00
,1-Feb-25,M2,Mumbai,Colombian,$567.00,$208.00,$230.00,$590.00
,1-Mar-25,M2,Mumbai,Colombian,$85.00,$18.00,$30.00,$80.00
,1-Apr-25,M2,Mumbai,Colombian,$286.00,$104.00,$120.00,$270.00
,1-May-25,M2,Mumbai,Colombian,$665.00,$564.00,$560.00,$630.00
,1-Jun-25,M2,Mumbai,Colombian,$912.00,$370.00,$370.00,$860.00
,1-Jul-25,M2,Mumbai,Colombian,$567.00,$206.00,$290.00,$700.00
,1-Aug-25,M2,Mumbai,Colombian,$912.00,$370.00,$530.00,"$1,140.00"
,1-Sep-25,M2,Mumbai,Colombian,$75.00,$9.00,$20.00,$70.00
,1-Oct-25,M2,Mumbai,Colombian,$169.00,$31.00,$40.00,$170.00
,1-Nov-25,M2,Mumbai,Colombian,$297.00,$32.00,$60.00,$310.00
,1-Dec-25,M2,Mumbai,Colombian,$225.00,$75.00,$90.00,$210.00
,1-Jan-26,M2,Mumbai,Colombian,$160.00,$43.00,$60.00,$150.00
,1-Feb-26,M2,Mumbai,Colombian,$99.00,$36.00,$50.00,$120.00
,1-Mar-26,M2,Mumbai,Colombian,$160.00,$44.00,$70.00,$200.00
,1-Apr-26,M2,Mumbai,Colombian,$94.00,$28.00,$40.00,$110.00
,1-May-26,M2,Mumbai,Colombian,$82.00,-$1.00,$20.00,$100.00
,1-Jun-26,M2,Mumbai,Colombian,$94.00,$0.00,$20.00,$110.00
,1-Jul-26,M2,Mumbai,Colombian,$100.00,$16.00,$40.00,$120.00
,1-Aug-26,M2,Mumbai,Colombian,$211.00,$75.00,$120.00,$260.00
,1-Sep-26,M2,Mumbai,Colombian,$120.00,$39.00,$50.00,$120.00
,1-Oct-26,M2,Mumbai,Colombian,$467.00,$163.00,$190.00,$490.00
,1-Nov-26,M2,Mumbai,Colombian,$85.00,$19.00,$30.00,$80.00
,1-Dec-26,M2,Mumbai,Colombian,$286.00,$104.00,$120.00,$270.00
,1-Jan-21,M3,Mumbai,Colombian,$664.00,$563.00,$560.00,$630.00
,1-Feb-21,M3,Mumbai,Colombian,$910.00,$368.00,$370.00,$860.00
,1-Mar-21,M3,Mumbai,Colombian,$678.00,$250.00,$340.00,$840.00
,1-Apr-21,M3,Mumbai,Colombian,$910.00,$368.00,$520.00,"$1,130.00"
,1-May-21,M3,Mumbai,Colombian,$90.00,$15.00,$20.00,$90.00
,1-Jun-21,M3,Mumbai,Colombian,$160.00,$27.00,$40.00,$160.00
,1-Jul-21,M3,Mumbai,Colombian,$317.00,$35.00,$60.00,$330.00
,1-Aug-21,M3,Mumbai,Colombian,$225.00,$75.00,$90.00,$210.00
,1-Sep-21,M3,Mumbai,Colombian,$160.00,$44.00,$60.00,$150.00
,1-Oct-21,M3,Mumbai,Colombian,$118.00,$46.00,$60.00,$140.00
,1-Nov-21,M3,Mumbai,Colombian,$160.00,$44.00,$70.00,$200.00
,1-Dec-21,M3,Mumbai,Colombian,$155.00,$53.00,$80.00,$190.00
,1-Jan-22,M3,Mumbai,Colombian,$86.00,$1.00,$20.00,$100.00
,1-Feb-22,M3,Mumbai,Colombian,$114.00,$8.00,$40.00,$140.00
,1-Mar-22,M3,Mumbai,Colombian,$98.00,$15.00,$40.00,$120.00
,1-Apr-22,M3,Mumbai,Colombian,$211.00,$76.00,$120.00,$260.00
,1-May-22,M3,Mumbai,Colombian,$132.00,$42.00,$50.00,$130.00
,1-Jun-22,M3,Mumbai,Colombian,$387.00,$129.00,$140.00,$400.00
,1-Jul-22,M3,Mumbai,Colombian,$107.00,$29.00,$40.00,$110.00
,1-Aug-22,M3,Mumbai,Colombian,$249.00,$86.00,$100.00,$230.00
,1-Sep-22,M3,Mumbai,Colombian,$576.00,$465.00,$460.00,$540.00
,1-Oct-22,M3,Mumbai,Colombian,$790.00,$312.00,$320.00,$750.00
,1-Nov-22,M3,Mumbai,Colombian,$546.00,$197.00,$280.00,$680.00
,1-Dec-22,M3,Mumbai,Colombian,$790.00,$313.00,$450.00,$980.00
,1-Jan-23,M3,Mumbai,Colombian,$72.00,$7.00,$20.00,$70.00
,1-Feb-23,M3,Mumbai,Colombian,$150.00,$25.00,$30.00,$150.00
,1-Mar-23,M3,Mumbai,Colombian,$223.00,$16.00,$40.00,$230.00
,1-Apr-23,M3,Mumbai,Colombian,$258.00,$91.00,$110.00,$240.00
,1-May-23,M3,Mumbai,Colombian,$139.00,$34.00,$50.00,$130.00
,1-Jun-23,M3,Mumbai,Colombian,$119.00,$46.00,$60.00,$140.00
,1-Jul-23,M3,Mumbai,Colombian,$139.00,$34.00,$70.00,$170.00
,1-Aug-23,M3,Mumbai,Colombian,$140.00,$47.00,$80.00,$170.00
,1-Sep-23,M3,Mumbai,Colombian,$91.00,$2.00,$20.00,$110.00
,1-Oct-23,M3,Mumbai,Colombian,$137.00,$18.00,$50.00,$170.00
,1-Nov-23,M3,Mumbai,Colombian,$113.00,$22.00,$50.00,$140.00
,1-Dec-23,M3,Mumbai,Colombian,$167.00,$56.00,$80.00,$200.00
,1-Jan-24,M3,Mumbai,Colombian,$90.00,$27.00,$50.00,$80.00
,1-Feb-24,M3,Mumbai,Colombian,$367.00,$120.00,$160.00,$370.00
,1-Mar-24,M3,Mumbai,Colombian,$107.00,$28.00,$60.00,$100.00
,1-Apr-24,M3,Mumbai,Colombian,$205.00,$64.00,$90.00,$170.00
,1-May-24,M3,Mumbai,Colombian,$474.00,$348.00,$330.00,$400.00
,1-Jun-24,M3,Mumbai,Colombian,$650.00,$247.00,$230.00,$540.00
,1-Jul-24,M3,Mumbai,Colombian,$520.00,$185.00,$340.00,$770.00
,1-Aug-24,M3,Mumbai,Colombian,$650.00,$247.00,$470.00,$960.00
,1-Sep-24,M3,Mumbai,Colombian,$68.00,$7.00,$30.00,$60.00
,1-Oct-24,M3,Mumbai,Colombian,$177.00,$35.00,$70.00,$170.00
,1-Nov-24,M3,Mumbai,Colombian,$230.00,$18.00,$60.00,$230.00
,1-Dec-24,M3,Mumbai,Colombian,$313.00,$115.00,$130.00,$260.00
,1-Jan-25,M3,Mumbai,Colombian,$114.00,$24.00,$50.00,$90.00
,1-Feb-25,M3,Mumbai,Colombian,$119.00,$47.00,$80.00,$160.00
,1-Mar-25,M3,Mumbai,Colombian,$114.00,$23.00,$80.00,$160.00
,1-Apr-25,M3,Mumbai,Colombian,$205.00,$74.00,$140.00,$290.00
,1-May-25,M3,Mumbai,Colombian,$77.00,-$2.00,$30.00,$100.00
,1-Jun-25,M3,Mumbai,Colombian,$144.00,$21.00,$90.00,$210.00
,1-Jul-25,M3,Mumbai,Colombian,$111.00,$22.00,$80.00,$150.00
,1-Aug-25,M3,Mumbai,Colombian,$167.00,$56.00,$110.00,$230.00
,1-Sep-25,M3,Mumbai,Colombian,$92.00,$27.00,$40.00,$90.00
,1-Oct-25,M3,Mumbai,Colombian,$412.00,$139.00,$140.00,$400.00
,1-Nov-25,M3,Mumbai,Colombian,$114.00,$32.00,$40.00,$110.00
,1-Dec-25,M3,Mumbai,Colombian,$197.00,$63.00,$60.00,$170.00
,1-Jan-26,M3,Mumbai,Colombian,$454.00,$324.00,$300.00,$400.00
,1-Feb-26,M3,Mumbai,Colombian,$623.00,$236.00,$230.00,$560.00
,1-Mar-26,M3,Mumbai,Colombian,$490.00,$174.00,$230.00,$580.00
,1-Apr-26,M3,Mumbai,Colombian,$623.00,$235.00,$310.00,$740.00
,1-May-26,M3,Mumbai,Colombian,$64.00,$5.00,$20.00,$60.00
,1-Jun-26,M3,Mumbai,Colombian,$184.00,$38.00,$40.00,$180.00
,1-Jul-26,M3,Mumbai,Colombian,$224.00,$16.00,$30.00,$220.00
,1-Aug-26,M3,Mumbai,Colombian,$325.00,$122.00,$130.00,$290.00
,1-Sep-26,M3,Mumbai,Colombian,$109.00,$20.00,$30.00,$90.00
,1-Oct-26,M3,Mumbai,Colombian,$115.00,$44.00,$60.00,$130.00
,1-Nov-26,M3,Mumbai,Colombian,$109.00,$20.00,$30.00,$120.00
,1-Dec-26,M3,Mumbai,Colombian,$200.00,$71.00,$90.00,$230.00
,1-Jan-21,B1,Banglore,Colombian,$74.00,-$4.00,$10.00,$80.00
,1-Feb-21,B1,Banglore,Colombian,$128.00,$14.00,$40.00,$150.00
,1-Mar-21,B1,Banglore,Colombian,$124.00,$27.00,$50.00,$140.00
,1-Apr-21,B1,Banglore,Colombian,$156.00,$50.00,$70.00,$180.00
,1-May-21,B1,Banglore,Colombian,$99.00,$29.00,$30.00,$90.00
,1-Jun-21,B1,Banglore,Colombian,$534.00,$194.00,$190.00,$520.00
,1-Jul-21,B1,Banglore,Colombian,$101.00,$24.00,$20.00,$90.00
,1-Aug-21,B1,Banglore,Colombian,$221.00,$73.00,$80.00,$190.00
,1-Sep-21,B1,Banglore,Colombian,$510.00,$390.00,$360.00,$450.00
,1-Oct-21,B1,Banglore,Colombian,$699.00,$271.00,$250.00,$620.00
,1-Nov-21,B1,Banglore,Colombian,$525.00,$188.00,$240.00,$620.00
,1-Dec-21,B1,Banglore,Colombian,$699.00,$271.00,$350.00,$830.00
,1-Jan-22,B1,Banglore,Colombian,$69.00,$8.00,$10.00,$60.00
,1-Feb-22,B1,Banglore,Colombian,$153.00,$26.00,$40.00,$150.00
,1-Mar-22,B1,Banglore,Colombian,$250.00,$20.00,$30.00,$240.00
,1-Apr-22,B1,Banglore,Colombian,$289.00,$105.00,$110.00,$260.00
,1-May-22,B1,Banglore,Colombian,$122.00,$28.00,$30.00,$100.00
,1-Jun-22,B1,Banglore,Colombian,$120.00,$46.00,$70.00,$140.00
,1-Jul-22,B1,Banglore,Colombian,$122.00,$27.00,$50.00,$140.00
,1-Aug-22,B1,Banglore,Colombian,$185.00,$66.00,$100.00,$220.00
,1-Sep-22,B1,Banglore,Colombian,$88.00,$1.00,$20.00,$100.00
,1-Oct-22,B1,Banglore,Colombian,$98.00,$1.00,$20.00,$110.00
,1-Nov-22,B1,Banglore,Colombian,$114.00,$21.00,$50.00,$130.00
,1-Dec-22,B1,Banglore,Colombian,$176.00,$58.00,$80.00,$200.00
